Run,Seed,Generation,BestPenalty,MeanPenalty,BestHardPenalty
27,2052,1,9025,17802.98125,8200
27,2052,2,7587,15716.81875,6800
27,2052,3,5753,13217.20625,4800
27,2052,4,3368,11992.43125,2400
27,2052,5,812,10517.025,0
27,2052,6,812,9183.78125,0
27,2052,7,812,8226.36875,0
27,2052,8,812,7646.86875,0
27,2052,9,778,7016.6875,0
27,2052,10,778,6313.275,0
27,2052,11,778,6116.825,0
27,2052,12,778,6205.9125,0
27,2052,13,762,5687.3375,0
27,2052,14,732,5395.825,0
27,2052,15,692,5116.1875,0
27,2052,16,692,4322.7375,0
27,2052,17,692,4577.1375,0
27,2052,18,692,4375.04375,0
27,2052,19,612,4405.96875,0
27,2052,20,612,3735.9,0
27,2052,21,612,3428.03125,0
27,2052,22,612,2500.25,0
27,2052,23,612,2649.1875,0
27,2052,24,612,2565.3875,0
27,2052,25,612,2271.14375,0
27,2052,26,612,2723.5875,0
27,2052,27,612,2334.9,0
27,2052,28,612,2554.2,0
27,2052,29,612,2477.84375,0
27,2052,30,612,2148.225,0
27,2052,31,532,2166.90625,0
27,2052,32,532,2424.36875,0
27,2052,33,532,2214.63125,0
27,2052,34,532,2246.8375,0
27,2052,35,532,2554.6375,0
27,2052,36,532,2992.99375,0
27,2052,37,532,2709.55625,0
27,2052,38,532,2657.3125,0
27,2052,39,532,2415.94375,0
27,2052,40,532,2599.33125,0
27,2052,41,532,2250.925,0
27,2052,42,532,2391.4875,0
27,2052,43,532,2201.29375,0
27,2052,44,532,2128.94375,0
27,2052,45,532,1931.5,0
27,2052,46,532,2330.63125,0
27,2052,47,532,2349.75,0
27,2052,48,532,2756.9375,0
27,2052,49,532,2430.15,0
27,2052,50,532,2370.65,0
27,2052,51,532,2952.3,0
27,2052,52,532,2559.7,0
27,2052,53,532,2342.9,0
27,2052,54,532,2172.975,0
27,2052,55,532,2363.16875,0
27,2052,56,532,1857.475,0
27,2052,57,532,2463.325,0
27,2052,58,532,1935.95625,0
27,2052,59,532,2315.1375,0
27,2052,60,532,1847.00625,0
27,2052,61,532,2023.825,0
27,2052,62,532,2314.275,0
27,2052,63,532,2092.5125,0
27,2052,64,532,2276.075,0
27,2052,65,532,2216.025,0
27,2052,66,532,2047.8875,0
27,2052,67,532,1943.5375,0
27,2052,68,532,2519.09375,0
27,2052,69,532,2319.93125,0
27,2052,70,532,2634.0875,0
27,2052,71,532,2564.53125,0
27,2052,72,532,2228.80625,0
27,2052,73,532,2573.13125,0
27,2052,74,532,1996.9,0
27,2052,75,532,2639.5,0
27,2052,76,532,1852.625,0
27,2052,77,532,2046.3125,0
27,2052,78,532,2113.44375,0
27,2052,79,532,1821.29375,0
27,2052,80,532,1916.0875,0
27,2052,81,532,2672.56875,0
27,2052,82,532,2388.6625,0
27,2052,83,532,1857.09375,0
27,2052,84,532,2241.96875,0
27,2052,85,532,1758.875,0
27,2052,86,532,2743.16875,0
27,2052,87,532,2217.76875,0
27,2052,88,532,2193.575,0
27,2052,89,532,1829.6375,0
27,2052,90,532,2080.5125,0
27,2052,91,532,2537.2,0
27,2052,92,532,2475.31875,0
27,2052,93,532,2899.5,0
27,2052,94,532,2456.7375,0
27,2052,95,532,1965.19375,0
27,2052,96,532,2055.5375,0
27,2052,97,532,2141.9,0
27,2052,98,532,2112.06875,0
27,2052,99,532,2432.59375,0
27,2052,100,532,2564.325,0
27,2052,101,532,2126.3,0
27,2052,102,532,2138.325,0
27,2052,103,532,2258.03125,0
27,2052,104,532,2076.41875,0
27,2052,105,532,2280.11875,0
27,2052,106,532,2418.5,0
27,2052,107,532,2362.075,0
27,2052,108,532,1624.225,0
