Run,Seed,Generation,BestPenalty,MeanPenalty,BestHardPenalty
8,2033,1,6558,17949.66875,5700
8,2033,2,5784,15187.275,4800
8,2033,3,3504,12649.425,2400
8,2033,4,3504,11216.0375,2400
8,2033,5,3302,10266.7875,2400
8,2033,6,1144,9214.13125,0
8,2033,7,1006,8098.68125,0
8,2033,8,1006,8379.91875,0
8,2033,9,984,8117.21875,0
8,2033,10,736,6881.9125,0
8,2033,11,736,6540.3375,0
8,2033,12,736,5621.43125,0
8,2033,13,736,6084.4125,0
8,2033,14,736,5516.2875,0
8,2033,15,652,5261.00625,0
8,2033,16,652,4827.78125,0
8,2033,17,652,4824.6875,0
8,2033,18,652,4656.48125,0
8,2033,19,652,4391.0875,0
8,2033,20,652,3266.16875,0
8,2033,21,652,2812.53125,0
8,2033,22,652,2650.19375,0
8,2033,23,652,2616.30625,0
8,2033,24,652,2149.33125,0
8,2033,25,652,2051.5875,0
8,2033,26,652,1879.75,0
8,2033,27,652,1842.475,0
8,2033,28,652,2429.7875,0
8,2033,29,652,2479.475,0
8,2033,30,652,2536.61875,0
8,2033,31,652,2767.36875,0
8,2033,32,652,2159.55625,0
8,2033,33,652,2176.90625,0
8,2033,34,652,2375.825,0
8,2033,35,652,1937.18125,0
8,2033,36,572,1990.9125,0
8,2033,37,572,2349.6625,0
8,2033,38,572,2104.09375,0
8,2033,39,572,2153.76875,0
8,2033,40,572,2070.325,0
8,2033,41,572,2115.14375,0
8,2033,42,572,1906.26875,0
8,2033,43,572,1677.1875,0
8,2033,44,572,2067.1625,0
8,2033,45,572,1979.55,0
8,2033,46,572,1961.725,0
8,2033,47,572,1871.89375,0
8,2033,48,572,1830.48125,0
8,2033,49,572,1608.3625,0
8,2033,50,572,1978.43125,0
8,2033,51,572,2356.975,0
8,2033,52,572,1701.6625,0
8,2033,53,572,2143.03125,0
8,2033,54,572,2094.86875,0
8,2033,55,572,1983.40625,0
8,2033,56,572,2576.86875,0
8,2033,57,572,2075.96875,0
8,2033,58,572,2047.45625,0
8,2033,59,572,2303.2,0
8,2033,60,572,1774.85,0
8,2033,61,572,2040.6,0
8,2033,62,572,1971.78125,0
8,2033,63,572,1743.68125,0
8,2033,64,572,1888.46875,0
8,2033,65,572,2342.5125,0
8,2033,66,572,2137.73125,0
8,2033,67,572,1994.30625,0
8,2033,68,572,1921.69375,0
8,2033,69,484,2319.025,0
8,2033,70,484,2212.50625,0
8,2033,71,484,2041.9375,0
8,2033,72,484,2351.11875,0
8,2033,73,484,2638.6875,0
8,2033,74,484,2695.1625,0
8,2033,75,484,3066.9,0
8,2033,76,484,3200.39375,0
