Run,Seed,Generation,BestPenalty,MeanPenalty,BestHardPenalty
9,2034,1,6801,17564.0625,5800
9,2034,2,6650,15214.78125,5800
9,2034,3,5816,13482.55625,4800
9,2034,4,3353,12496.43125,2400
9,2034,5,452,10570.0875,0
9,2034,6,452,9343.04375,0
9,2034,7,452,8653.59375,0
9,2034,8,452,7521.18125,0
9,2034,9,452,7361.1875,0
9,2034,10,452,6694.01875,0
9,2034,11,452,6314.28125,0
9,2034,12,452,5458.375,0
9,2034,13,452,4590.73125,0
9,2034,14,452,3354.575,0
9,2034,15,452,2716.00625,0
9,2034,16,452,2276.175,0
9,2034,17,452,2772.375,0
9,2034,18,452,2363.9,0
9,2034,19,452,2371.4,0
9,2034,20,452,2363.04375,0
9,2034,21,452,2769.98125,0
9,2034,22,452,2250.15,0
9,2034,23,452,2404.8625,0
9,2034,24,452,2300.29375,0
9,2034,25,452,2699.31875,0
9,2034,26,452,2687.7125,0
9,2034,27,452,2015.85625,0
9,2034,28,452,2534.33125,0
9,2034,29,452,2611.325,0
9,2034,30,452,2696.39375,0
9,2034,31,452,2440.375,0
9,2034,32,452,2399.7125,0
9,2034,33,452,2193.775,0
9,2034,34,452,2265.14375,0
9,2034,35,452,2259.15,0
9,2034,36,452,2428.85,0
9,2034,37,452,2069.84375,0
9,2034,38,452,1890.075,0
9,2034,39,452,1791.8375,0
9,2034,40,452,2148.1625,0
9,2034,41,452,2207.18125,0
9,2034,42,452,2327.76875,0
9,2034,43,452,1803.475,0
9,2034,44,452,2286.625,0
9,2034,45,452,2583.875,0
9,2034,46,452,2313.65,0
9,2034,47,452,2277.01875,0
9,2034,48,452,2069.475,0
9,2034,49,452,2800.2875,0
9,2034,50,452,2060.45625,0
9,2034,51,452,2570.175,0
9,2034,52,452,2110.09375,0
9,2034,53,452,2539.68125,0
9,2034,54,452,2197.01875,0
9,2034,55,452,2258.375,0
9,2034,56,452,2179.175,0
9,2034,57,452,2567.78125,0
9,2034,58,452,2626.1875,0
9,2034,59,452,2481.975,0
9,2034,60,452,2135.5625,0
9,2034,61,452,2417.4125,0
9,2034,62,452,2544.3125,0
9,2034,63,452,2028.1625,0
9,2034,64,452,2151.7375,0
9,2034,65,452,2262.2125,0
9,2034,66,452,1994.86875,0
9,2034,67,452,2561.13125,0
9,2034,68,452,2153.4375,0
9,2034,69,452,2200.49375,0
9,2034,70,452,2315.53125,0
9,2034,71,452,2428.46875,0
9,2034,72,452,2317.125,0
9,2034,73,452,2252.4625,0
9,2034,74,452,1915.41875,0
9,2034,75,452,2008.40625,0
9,2034,76,452,2538.66875,0
9,2034,77,452,2139.79375,0
9,2034,78,452,2388.4125,0
9,2034,79,452,2561.60625,0
9,2034,80,452,2140.36875,0
9,2034,81,452,2603.2625,0
9,2034,82,452,2236.94375,0
9,2034,83,452,1961.3,0
9,2034,84,452,2472.7125,0
9,2034,85,452,2340.96875,0
9,2034,86,452,2028.1375,0
9,2034,87,452,2317.38125,0
9,2034,88,452,2406.79375,0
9,2034,89,452,1789.09375,0
9,2034,90,452,2077.7625,0
9,2034,91,452,1935.0125,0
9,2034,92,452,2482.20625,0
9,2034,93,452,2537.39375,0
9,2034,94,452,2460.575,0
9,2034,95,452,2534.7375,0
9,2034,96,452,2207.7625,0
9,2034,97,452,2293.45625,0
9,2034,98,452,2361.2625,0
9,2034,99,452,2238.43125,0
9,2034,100,452,1949.1125,0
9,2034,101,452,1867.63125,0
9,2034,102,452,2577.14375,0
9,2034,103,452,1988.4875,0
9,2034,104,452,2387.86875,0
9,2034,105,452,2002.9875,0
9,2034,106,452,2036.2875,0
9,2034,107,452,2414.2875,0
9,2034,108,452,2514.20625,0
9,2034,109,452,2156.29375,0
9,2034,110,452,2036.6125,0
9,2034,111,452,2505.76875,0
9,2034,112,452,2520.34375,0
9,2034,113,452,1941.71875,0
9,2034,114,452,2316.91875,0
9,2034,115,452,1885.86875,0
9,2034,116,452,2098.25,0
9,2034,117,452,2223.66875,0
9,2034,118,452,1963.1625,0
9,2034,119,452,2264.63125,0
9,2034,120,452,2376.45,0
9,2034,121,452,2401.94375,0
9,2034,122,452,2287.125,0
9,2034,123,452,1976.44375,0
9,2034,124,452,2220.01875,0
9,2034,125,452,2165.1375,0
9,2034,126,452,2178.00625,0
9,2034,127,452,2301.26875,0
9,2034,128,452,2589.275,0
9,2034,129,452,1653.98125,0
9,2034,130,452,1698.69375,0
9,2034,131,452,2265.75,0
9,2034,132,452,1937.38125,0
9,2034,133,452,2258.74375,0
9,2034,134,452,1683.0375,0
9,2034,135,452,1901.2625,0
9,2034,136,452,2213.175,0
9,2034,137,452,2257.76875,0
9,2034,138,452,2246.89375,0
9,2034,139,452,2259.81875,0
9,2034,140,452,2026.73125,0
9,2034,141,452,1884.6,0
9,2034,142,452,2150.7125,0
9,2034,143,452,2155.575,0
9,2034,144,452,1838.7,0
9,2034,145,452,2630.4375,0
9,2034,146,452,2079.1375,0
9,2034,147,452,2496.5375,0
9,2034,148,452,2275.86875,0
9,2034,149,452,2146.925,0
9,2034,150,452,2126.53125,0
9,2034,151,452,2336.64375,0
9,2034,152,452,2013.78125,0
9,2034,153,452,2584.88125,0
9,2034,154,452,2452.15625,0
9,2034,155,452,2333.70625,0
