Run,Seed,Generation,BestPenalty,MeanPenalty,BestHardPenalty
30,2055,1,9672,18351.2,9100
30,2055,2,1018,15303.825,0
30,2055,3,1018,13136.7625,0
30,2055,4,610,11661.83125,0
30,2055,5,610,9862.2375,0
30,2055,6,610,8287.28125,0
30,2055,7,610,7054.5375,0
30,2055,8,610,6899.59375,0
30,2055,9,610,6522.31875,0
30,2055,10,610,6503.04375,0
30,2055,11,610,6165.80625,0
30,2055,12,610,6106.98125,0
30,2055,13,610,5535.46875,0
30,2055,14,610,5624.2625,0
30,2055,15,610,5754.20625,0
30,2055,16,610,4669.05625,0
30,2055,17,610,3906.0125,0
30,2055,18,610,3744.38125,0
30,2055,19,610,3242.6375,0
30,2055,20,530,2547.85625,0
30,2055,21,530,2640.7,0
30,2055,22,530,2147.275,0
30,2055,23,530,2218.7875,0
30,2055,24,530,2284.25625,0
30,2055,25,530,2188.25625,0
30,2055,26,530,2546.8875,0
30,2055,27,530,2213.6625,0
30,2055,28,530,2807.475,0
30,2055,29,530,2811.0625,0
30,2055,30,530,2396.175,0
30,2055,31,530,2490.95,0
30,2055,32,530,2802.7125,0
30,2055,33,530,2397.65,0
30,2055,34,530,2473.93125,0
30,2055,35,530,2274.58125,0
30,2055,36,530,2782.08125,0
30,2055,37,530,3187.9,0
30,2055,38,530,3267.65,0
30,2055,39,530,2489.5625,0
30,2055,40,530,2611.14375,0
30,2055,41,530,2604.7625,0
30,2055,42,530,2156.63125,0
30,2055,43,530,2251.90625,0
30,2055,44,530,2642.36875,0
30,2055,45,530,2932.1125,0
30,2055,46,530,2729.9125,0
30,2055,47,530,2612.25,0
30,2055,48,530,2547.63125,0
30,2055,49,530,3000.28125,0
30,2055,50,530,2678.85625,0
30,2055,51,530,2288.36875,0
30,2055,52,530,2733.08125,0
30,2055,53,530,2591.1875,0
30,2055,54,530,2663.34375,0
30,2055,55,530,2823.3375,0
30,2055,56,530,2085.13125,0
30,2055,57,530,2507.26875,0
30,2055,58,530,2305.7125,0
30,2055,59,530,2492.05,0
30,2055,60,530,2542.16875,0
30,2055,61,530,2323.55625,0
30,2055,62,530,2152.175,0
30,2055,63,530,2556,0
30,2055,64,530,2396.85625,0
30,2055,65,530,2530.56875,0
30,2055,66,530,2474.7125,0
30,2055,67,530,1890.8625,0
30,2055,68,530,2418.4875,0
30,2055,69,530,2532.5375,0
30,2055,70,530,2421.09375,0
30,2055,71,530,2563.70625,0
30,2055,72,530,2261.46875,0
30,2055,73,530,2165.15625,0
30,2055,74,530,2703.38125,0
30,2055,75,530,2174.34375,0
30,2055,76,530,2304.44375,0
30,2055,77,530,2726.2625,0
30,2055,78,530,2857.7625,0
30,2055,79,530,2516.875,0
30,2055,80,530,2825.74375,0
30,2055,81,530,2731.9875,0
30,2055,82,530,2575.825,0
30,2055,83,530,2732.7375,0
30,2055,84,530,2607.4625,0
30,2055,85,530,3006.2875,0
30,2055,86,530,2706.5625,0
30,2055,87,530,2653.85,0
30,2055,88,530,2728.825,0
30,2055,89,530,2788.9125,0
30,2055,90,530,2718.66875,0
30,2055,91,530,2807.975,0
30,2055,92,530,2580.3,0
30,2055,93,530,1911.96875,0
30,2055,94,530,2491.94375,0
30,2055,95,530,2489.45,0
30,2055,96,530,2644.91875,0
30,2055,97,530,2812.51875,0
30,2055,98,530,2826.075,0
30,2055,99,530,2996.11875,0
30,2055,100,530,2400.525,0
30,2055,101,530,2612.4,0
30,2055,102,530,2228.03125,0
30,2055,103,530,2905.075,0
30,2055,104,530,2523.54375,0
30,2055,105,530,2968.9,0
30,2055,106,530,2558.6125,0
30,2055,107,530,2464.31875,0
30,2055,108,530,2386.44375,0
30,2055,109,530,2434.94375,0
30,2055,110,530,2419.90625,0
30,2055,111,530,2768.3375,0
30,2055,112,530,2556.6,0
30,2055,113,530,1918.25,0
30,2055,114,530,2473.38125,0
30,2055,115,530,2312.625,0
30,2055,116,530,2054.4,0
30,2055,117,530,2365.4125,0
30,2055,118,530,2423.0625,0
30,2055,119,530,2383.9625,0
30,2055,120,530,2434.69375,0
30,2055,121,530,2501.23125,0
30,2055,122,530,2225.28125,0
30,2055,123,530,2622.2875,0
30,2055,124,530,2503.09375,0
30,2055,125,530,2393.5,0
30,2055,126,530,2811.4625,0
30,2055,127,530,2709.36875,0
30,2055,128,530,2927.81875,0
30,2055,129,530,2535.91875,0
30,2055,130,530,2393.30625,0
30,2055,131,530,2544.98125,0
30,2055,132,530,2439.90625,0
30,2055,133,530,2546.46875,0
30,2055,134,530,2328.94375,0
30,2055,135,530,2217.41875,0
30,2055,136,530,2322.44375,0
30,2055,137,530,2661.6,0
30,2055,138,530,2562.56875,0
30,2055,139,530,3142.9625,0
30,2055,140,530,2540.6625,0
30,2055,141,530,2620.79375,0
30,2055,142,530,2647.55625,0
30,2055,143,530,1963.94375,0
30,2055,144,530,2162.3,0
30,2055,145,530,2450.4875,0
30,2055,146,530,2763.70625,0
30,2055,147,530,2378.91875,0
30,2055,148,530,2272.225,0
30,2055,149,530,2206.55625,0
30,2055,150,530,2413.03125,0
30,2055,151,530,2394.5875,0
30,2055,152,530,2520.7375,0
30,2055,153,530,2562.2375,0
30,2055,154,530,2881.7375,0
30,2055,155,530,2915.26875,0
30,2055,156,530,2436.18125,0
30,2055,157,530,2678.41875,0
30,2055,158,530,2006.63125,0
30,2055,159,530,2643.46875,0
30,2055,160,530,2647.73125,0
30,2055,161,530,2588.6625,0
30,2055,162,530,2459.13125,0
30,2055,163,530,2382.425,0
30,2055,164,530,2120,0
30,2055,165,530,2379.20625,0
30,2055,166,530,2156.64375,0
30,2055,167,530,1920.93125,0
30,2055,168,530,2474.2375,0
30,2055,169,530,2437.1125,0
30,2055,170,530,2060.775,0
