Run,Seed,Generation,BestPenalty,MeanPenalty,BestHardPenalty
24,2049,1,7126,18227.4625,6800
24,2049,2,4428,15394.70625,3300
24,2049,3,4428,13182.75,3300
24,2049,4,652,11923.1,0
24,2049,5,652,10530.41875,0
24,2049,6,652,9086.2625,0
24,2049,7,652,8082.6,0
24,2049,8,652,7458.15,0
24,2049,9,652,6449.21875,0
24,2049,10,652,5739.74375,0
24,2049,11,452,5713.29375,0
24,2049,12,452,5574.83125,0
24,2049,13,452,5152.71875,0
24,2049,14,452,5602.61875,0
24,2049,15,452,5188.15625,0
24,2049,16,452,5250.90625,0
24,2049,17,452,4731.3375,0
24,2049,18,452,3953.88125,0
24,2049,19,452,3068.84375,0
24,2049,20,452,3354.88125,0
24,2049,21,452,2708.40625,0
24,2049,22,452,2452.98125,0
24,2049,23,452,2427.1875,0
24,2049,24,452,2402.89375,0
24,2049,25,452,2027.76875,0
24,2049,26,452,2146.31875,0
24,2049,27,452,2238.08125,0
24,2049,28,452,2366.00625,0
24,2049,29,452,2181.5375,0
24,2049,30,452,2776.825,0
24,2049,31,452,2082.25,0
24,2049,32,452,2555.2625,0
24,2049,33,452,2179.65625,0
24,2049,34,452,1985.35625,0
24,2049,35,452,2236.9375,0
24,2049,36,452,2113.7625,0
24,2049,37,452,2236.99375,0
24,2049,38,452,1964.89375,0
24,2049,39,452,1852.01875,0
24,2049,40,452,2286.325,0
24,2049,41,452,2393.96875,0
24,2049,42,452,2328.60625,0
24,2049,43,452,2294.96875,0
24,2049,44,452,2541.2375,0
24,2049,45,452,3050.4,0
24,2049,46,452,2792.325,0
24,2049,47,452,2430.45625,0
24,2049,48,452,2144.0125,0
24,2049,49,452,2264.60625,0
24,2049,50,452,2653.94375,0
24,2049,51,452,2331.51875,0
24,2049,52,452,2186.70625,0
24,2049,53,452,2180.6,0
24,2049,54,452,2401.85625,0
24,2049,55,452,1900.70625,0
24,2049,56,452,2311.475,0
24,2049,57,452,2304.46875,0
24,2049,58,452,2480.675,0
24,2049,59,452,2369.4125,0
24,2049,60,452,2260.3125,0
24,2049,61,452,2617.83125,0
24,2049,62,452,2362.0375,0
24,2049,63,452,2851.23125,0
24,2049,64,452,2575.58125,0
24,2049,65,452,2326.4375,0
24,2049,66,452,2258.01875,0
24,2049,67,452,1795.64375,0
24,2049,68,452,2262.7625,0
24,2049,69,452,2072.04375,0
24,2049,70,452,2029.4875,0
24,2049,71,452,1945.33125,0
24,2049,72,452,2411.225,0
24,2049,73,452,2528.11875,0
24,2049,74,452,1844.33125,0
24,2049,75,452,2101.1,0
24,2049,76,452,2362.7875,0
24,2049,77,452,1755.84375,0
24,2049,78,452,1976.98125,0
24,2049,79,452,2556.91875,0
24,2049,80,452,1983.05,0
24,2049,81,452,1995.95,0
24,2049,82,452,2377.93125,0
24,2049,83,452,2054.70625,0
24,2049,84,452,2026.80625,0
24,2049,85,452,2117.1,0
24,2049,86,452,2054.55625,0
24,2049,87,452,2548.58125,0
24,2049,88,452,2818.1,0
24,2049,89,452,2395.425,0
24,2049,90,452,2129.63125,0
24,2049,91,452,2184.9,0
24,2049,92,452,1981.825,0
24,2049,93,452,2220.3875,0
24,2049,94,452,2413.2875,0
24,2049,95,452,1892.825,0
24,2049,96,452,1875.03125,0
24,2049,97,452,2383.65,0
24,2049,98,452,2309.18125,0
24,2049,99,452,2450.54375,0
24,2049,100,452,2027.5875,0
24,2049,101,452,2226.86875,0
24,2049,102,452,2144.06875,0
24,2049,103,452,2333.925,0
24,2049,104,452,2453.71875,0
24,2049,105,452,2371.4125,0
24,2049,106,452,2413.35,0
24,2049,107,452,2576.8375,0
24,2049,108,452,2279.6875,0
24,2049,109,452,1718.275,0
24,2049,110,452,2325.0875,0
24,2049,111,452,2230.45625,0
24,2049,112,452,3024.85,0
24,2049,113,452,2266.45,0
24,2049,114,452,2382.73125,0
24,2049,115,452,2352.71875,0
24,2049,116,452,2366.6625,0
24,2049,117,452,2087.06875,0
24,2049,118,452,2168.16875,0
24,2049,119,452,2037.15,0
24,2049,120,452,2097.875,0
24,2049,121,452,2053.4,0
24,2049,122,452,1744.84375,0
24,2049,123,452,2059.8875,0
24,2049,124,452,2365.26875,0
24,2049,125,452,1852.78125,0
24,2049,126,452,2372.91875,0
24,2049,127,452,1970.875,0
24,2049,128,452,2354.6,0
24,2049,129,452,1941.1125,0
24,2049,130,452,2333.51875,0
24,2049,131,452,2211.60625,0
24,2049,132,452,1964.33125,0
24,2049,133,452,2035.90625,0
24,2049,134,452,2058.7125,0
24,2049,135,452,1651.9,0
24,2049,136,452,1911.275,0
24,2049,137,452,2192.23125,0
24,2049,138,452,2012.20625,0
24,2049,139,452,2769.66875,0
24,2049,140,452,2040.76875,0
24,2049,141,452,2162.98125,0
24,2049,142,452,2135.6625,0
24,2049,143,452,2126.5,0
24,2049,144,452,2032.06875,0
24,2049,145,452,2206.04375,0
24,2049,146,452,2469.40625,0
24,2049,147,452,2265.55625,0
24,2049,148,452,2467.7,0
24,2049,149,452,2005.0125,0
24,2049,150,452,2761.0125,0
24,2049,151,452,2731.84375,0
24,2049,152,452,2470.70625,0
24,2049,153,452,2407.50625,0
24,2049,154,452,2379.575,0
24,2049,155,452,2259.98125,0
24,2049,156,452,2077.11875,0
24,2049,157,452,2304,0
24,2049,158,452,2263.5625,0
24,2049,159,452,2420.84375,0
24,2049,160,452,1862.4125,0
24,2049,161,452,2364.4125,0
